Loan ID,Status,Year,Country,Borrower,Lender,Finance Type,USD (M),Interest Rate,Libor Rate,Grace Period,Term,Purpose,Sector,Contractor,Resource Security,Narratives
"AO.089.76","Implementation",2016,"Angola","Government","CDB","MFA-sub",37,,,,,"Sambizanga; Social Houses in Luanda - 3000 Units ","Other social","China Gezhouba Group Company Ltd. (CGGC)","Oil Exports",
"AO.089.79","Implementation",2016,"Angola","Government","CDB","MFA-sub",24,,,,,"Luanda; Candelabro Water Distribution Center ","Water","China Energy Engineering Group Guangxi Hydroelectric Construction Bureau Co.; Ltd. (GHCB); China Machinery Engineering Corporation (CMEC)","Oil Exports",
"AO.089.80","Implementation",2016,"Angola","Government","CDB","MFA-sub",189,,,,,"Rehabilitation of the Cabolongo-Cacuaco Expressway; Connection to the Camama Road with Access to Zango and Central Kilamba","Transport","China Railway 20th Bureau Group Co.; Ltd. (CR-20)","Oil Exports","NARRATIVE: On November 14; 2016; a Presidential order issued by Angola's then president; Jose Eduardo Dos Santos; approved a US$221.8M contract between the Government of Angola and China Railway 20th Bureau Group Co. ltd (CR-20) for the rehabilitation of the Cabolongo-Cacuaco Expressway (1). Funding for this project came from a US$15B Master Framework Agreement that the Government of Angola and China Development Bank (CDB) signed on December 9; 2015 (2). While details on the actual loan amount are scarce; we assume the loan financed 85% (US$188M) of the US$221.8M construction contract; similar to the other loans originating from the CDB line of credit.  The project has been implemented; but its current status is unclear (3).
 
According to an Angolan bond prospectus issued in 2018; the Master Framework Agreement that the Government of Angola and CDB entered into on December 9; 2015; was for an oil-backed pre-payment facility. The line of credit extended by CDB financed various approved projects in Angola and provided funding for Angola’s parastatal oil company; Sonangol. A separate oil contract stipulated the terms for repayment of the loan; which is being made through oil “receivables”. The loan has a term of 12 years and; by the time its availability expired on December 9; 2017; the facility had been drawn in full. Repayment began in 2018. Angola’s outstanding debt to CDB was US$14.9B as of December 2018 and US$14.5B as of June 30; 2019 (2). Press reports from 2020 indicated that; at the time; CDB was Angola’s largest individual creditor (4).
 
The Master Framework Agreement came with a list of 37 “recommended” Chinese contractors “pre-qualified” for bidding on contracts associated with the loan (5)(6). Critics of this approach pointed out that the preferential treatment of Chinese contractors would likely do little to stimulate job creation or knowledge transfer within Angola. The Government of Angola responded to its critics by negotiating a compromise according to which 20% of the contract value of the projects associated with the CDB loan had to be subcontracted to local businesses (6).
 
The Presidential Order that approved the contract for the rehabilitation of the Cabolongo-Cacuaco Expressway was originally issued on September 5; 2016 (1). Altogether; the order approved three contracts for the rehabilitation of roads that will serve as access roads for Luanda International Airport. The three projects had a combined value of US$692.7M and were all contracted to CR-20. On October 3; 2016; the order that approved the contracts was revoked on the grounds that the projects were not a priority. The October 3 order was revoked on November 14; 2016; and the three construction contracts were reinstated (1). Like the roads that will connect it with the rest of the country; the Luanda International Airport is financed by Chinese loans and is being built by Chinese contractors. Under construction for more than a decade; the Airport and its supporting infrastructure are reported to have cost US$6.4B (8).

A report issued by the Parliament of Angola on August 30; 2018; lists a substantial portion of the contract value of the Cabolongo-Cacuaco Expressway as an expense incurred during the fiscal year 2017 (3). From this it can be deduced that the project has been implemented; although it is unclear whether or not the project has been completed.
 
(1) NovoJornal https://novojornal.co.ao/sociedade/interior/pr-descongela-cerca-de-700-milhoes-usd-para-obras-de-acesso-ao-novo-aeroporto-de-luanda-35055.html
(2) MinFin 
(3) AO Parliament http://www.parlamento.ao/documents/659898/660779/10.+PIP+POR+%C3%93RG%C3%83O+DO+GOVERNO
http://www.ucm.minfin.gov.ao/cs/groups/public/documents/document/aw4x/mte0/~edisp/minfin1114312.pdf
(4) CLBrief https://www.clbrief.com/imf-awaiting-china-angola-debt-deal/
(5) Observador https://observador.pt/2016/05/30/angola-contrata-chineses-para-obras-de-abastecimento-de-agua-e-estradas/
(6) EIU http://country.eiu.com/article.aspx?articleid=543900438&Country=Angola&topic=Politics&subtopic=Forecast&subsubtopic=International+relations&u=1&pid=1075223691&oid=1075223691&uid=1
(7) JornalAngola https://web.archive.org/web/20170208093419/http://jornaldeangola.sapo.ao/reportagem/mobilidade_rapida_e_em_seguranca
(8) Verangola https://www.verangola.net/va/en/022021/Transports/24168/Airports-in-the-country-handled-an-average-of-more-than-35-million-passengers-between-2017-and-2019.htm"
"AO.089.81","Implementation",2016,"Angola","Government","CDB","MFA-sub",156,,,,,"Rehabilitation of EN230; with Connection to the Unidade Operativa Overpass; and Improvements of the Luanda-Viana VIA Expressway","Transport","China Railway 20th Bureau Group Co.; Ltd. (CR-20)","Oil Exports","NARRATIVE: On November 14; 2016; a Presidential order issued by Angola's then president; Jose Eduardo Dos Santos; approved a US$183M contract between the Government of Angola and China Railway 20th Bureau Group Co. ltd (CR-20) for the rehabilitation of a 25 km stretch of the EN230 highway (1). Funding for this project came from a US$15B Master Framework Agreement that the Government of Angola and China Development Bank (CDB) signed on December 9; 2015 (2). While details on the actual loan amount are scarce; we assume the loan financed 85% (US$156M) of the US$183M construction contract; similar to the other loans originating from the CDB line of credit. The project has been implemented; but its current status is unclear (3).
 
According to an Angolan bond prospectus issued in 2018; the Master Framework Agreement that the Government of Angola and CDB entered into on December 9; 2015; was for an oil-backed pre-payment facility. The line of credit extended by CDB financed various approved projects in Angola and provided funding for Angola’s parastatal oil company; Sonangol. A separate oil contract stipulated the terms for repayment of the loan; which is being made through oil “receivables”. The loan has a term of 12 years and; by the time its availability expired on December 9; 2017; the facility had been drawn in full. Repayment began in 2018. Angola’s outstanding debt to CDB was US$14.9B as of December 2018 and US$14.5B as of June 30; 2019 (2). Press reports from 2020 indicated that; at the time; CDB was Angola’s largest individual creditor (4).

The Master Framework Agreement came with a list of 37 “recommended” Chinese contractors “pre-qualified” for bidding on contracts associated with the loan (5)(6). Critics of this approach pointed out that the preferential treatment of Chinese contractors would likely do little to stimulate job creation or knowledge transfer within Angola. The Government of Angola responded to its critics by negotiating a compromise according to which 20% of the contract value of the projects associated with the CDB loan had to be subcontracted to local businesses (6).
 
The Presidential Order that approved the contract for the rehabilitation of the 25 km stretch of EN230 was originally issued on September 5; 2016 (1). Altogether; the order approved three contracts for the rehabilitation of roads that will serve as access roads for Luanda International Airport. The three projects had a combined value of US$692.7M and were all contracted to CR-20 (1). On October 3; 2016; the order that approved the contracts was revoked on the grounds that the projects were not a priority. The October 3 order was revoked on November 14; 2016; and the three construction contracts were reinstated (1). Like the roads that will connect it with the rest of the country; the Luanda International Airport is financed by Chinese loans and is being built by Chinese contractors. Under construction for more than a decade; the Airport and its supporting infrastructure are reported to have cost US$6.4B (8).

A report issued by the Parliament of Angola on August 30; 2018; lists a substantial portion of the contract value for the 25 km stretch of EN230 as an expense incurred during the fiscal year 2017 (3). From this it can be deduced that the project has been implemented; although it is unclear whether or not the project has been completed.

(1) NovoJornal https://novojornal.co.ao/sociedade/interior/pr-descongela-cerca-de-700-milhoes-usd-para-obras-de-acesso-ao-novo-aeroporto-de-luanda-35055.html
(2) MinFin http://www.ucm.minfin.gov.ao/cs/groups/public/documents/document/aw4x/mte0/~edisp/minfin1114312.pdf
(3) AO Parliament http://www.parlamento.ao/documents/659898/660779/10.+PIP+POR+%C3%93RG%C3%83O+DO+GOVERNO
(4) CLBrief https://www.clbrief.com/imf-awaiting-china-angola-debt-deal/
(5) Observador https://observador.pt/2016/05/30/angola-contrata-chineses-para-obras-de-abastecimento-de-agua-e-estradas/
(6) EIU http://country.eiu.com/article.aspx?articleid=543900438&Country=Angola&topic=Politics&subtopic=Forecast&subsubtopic=International+relations&u=1&pid=1075223691&oid=1075223691&uid=1
(7) JornalAngola https://web.archive.org/web/20170208093419/http://jornaldeangola.sapo.ao/reportagem/mobilidade_rapida_e_em_seguranca
(8) Verangola https://www.verangola.net/va/en/022021/Transports/24168/Airports-in-the-country-handled-an-average-of-more-than-35-million-passengers-between-2017-and-2019.htm"
"AO.089.82","Implementation",2016,"Angola","Government","CDB","MFA-sub",245,,,,,"Rehabilitationof EN230 between Viana and the New Luanda/Catete International Airport","Transport","China Railway 20th Bureau Group Co.; Ltd. (CR-20)","Oil Exports","NARRATIVE: On November 14; 2016; a Presidential order issued by Angola's then president; Jose Eduardo Dos Santos; approved a US$287M contract between the Government of Angola and China Railway 20th Bureau Group Co. ltd (CR-20) for the rehabilitation of a 34 km stretch of the EN230 highway (1). Funding for this project came from a US$15B Master Framework Agreement that the Government of Angola and China Development Bank (CDB) signed on December 9; 2015 (2). The loan financed 85% (US$245M) of the contract (3). The project has been implemented; but its current status is unclear (3).

According to an Angolan bond prospectus issued in 2018; the Master Framework Agreement that the Government of Angola and CDB entered into on December 9; 2015; was for an oil-backed pre-payment facility. The line of credit extended by CDB financed various approved projects in Angola and provided funding for Angola’s parastatal oil company; Sonangol. A separate oil contract stipulated the terms for repayment of the loan; which is being made through oil “receivables”. The loan has a term of 12 years and; by the time its availability expired on December 9; 2017; the facility had been drawn in full. Repayment began in 2018. Angola’s outstanding debt to CDB was US$14.9B as of December 2018 and US$14.5B as of June 30; 2019 (2). Press reports from 2020 indicated that; at the time; CDB was Angola’s largest individual creditor (4).
 
The Master Framework Agreement came with a list of 37 “recommended” Chinese contractors “pre-qualified” for bidding on contracts associated with the loan (5)(6). Critics of this approach pointed out that the preferential treatment of Chinese contractors would likely do little to stimulate job creation or knowledge transfer within Angola. The Government of Angola responded to its critics by negotiating a compromise according to which 20% of the contract value of the projects associated with the CDB loan had to be subcontracted to local businesses (6).
 
The Presidential Order that approved the contract for the rehabilitation of the 34 km stretch of EN230 was originally issued on September 5; 2016 (1). Altogether; the order approved three contracts for the rehabilitation of roads that will serve as access roads for Luanda International Airport. The three projects had a combined value of US$692.7M and were all contracted to CR-20 (1). On October 3; 2016; the order that approved the contracts was revoked on the grounds that the projects were not a priority. The October 3 order was revoked on November 14; 2016; and the three construction contracts were reinstated (1). Like the roads that will connect it with the rest of the country; the Luanda International Airport is financed by Chinese loans and is being built by Chinese contractors. Under construction for more than a decade; the Airport and its supporting infrastructure are reported to have cost US$6.4B (8).

During an inspection of the unfinished 34 km stretch of EN230; Angola’s Minister of Finance; Archer Mangueira; provided some insight into the disbursement process for the loan associated with the project. Mangueira explained that the Government of Angola had paid 15% of the contract value and he now expected disbursement to begin. Disbursement; he continued; would follow the submission of invoices by the contractor (3). Though this press release shows that construction of the 34 km stretch of EN230 was underway in August 2017; it is unclear when construction began and whether or not the project has been completed. Construction time was originally estimated at 9 months (3).
 
(1) NovoJornal https://novojornal.co.ao/sociedade/interior/pr-descongela-cerca-de-700-milhoes-usd-para-obras-de-acesso-ao-novo-aeroporto-de-luanda-35055.html
(2) MinFin http://www.ucm.minfin.gov.ao/cs/groups/public/documents/document/aw4x/mte0/~edisp/minfin1114312.pdf
(3) MinFin2 https://www.minfin.gov.ao/PortalMinfin/#!/sala-de-imprensa/noticias/2827/ministro-das-financas-visita-obras-de-melhoria-da-rede-viaria
(4) CLBrief https://www.clbrief.com/imf-awaiting-china-angola-debt-deal/
(5) Observador https://observador.pt/2016/05/30/angola-contrata-chineses-para-obras-de-abastecimento-de-agua-e-estradas/
(6) EIU http://country.eiu.com/article.aspx?articleid=543900438&Country=Angola&topic=Politics&subtopic=Forecast&subsubtopic=International+relations&u=1&pid=1075223691&oid=1075223691&uid=1
(7) JornalAngola https://web.archive.org/web/20170208093419/http://jornaldeangola.sapo.ao/reportagem/mobilidade_rapida_e_em_seguranca
(8) Verangola https://www.verangola.net/va/en/022021/Transports/24168/Airports-in-the-country-handled-an-average-of-more-than-35-million-passengers-between-2017-and-2019.htm
"
"AO.089.83","Implementation",2016,"Angola","Government","CDB","MFA-sub",87,,,,,"Lar do Patriota Basic Infrastructure Phase II","Multisector","H&S Consortium (China Huashi Group Ltd.; Sichuan Haishan International Trade Co.; Ltd.)","Oil Exports",
"AO.089.85","Implementation",2016,"Angola","Government","CDB","MFA-sub",27,,,,,"Cruzamento-Cassongue Road Rehabilitation; 37m","Transport","Qingjian Group Co.; Ltd. (CNQC)","Oil Exports",
"AO.089.86","Implementation",2017,"Angola","Government","CDB","MFA-sub",38,,,,,"Malanje Youth House","Other social","China CAMC Engineering Co.; Ltd. (CAMCE)","Oil Exports",
"AO.089.87","Signed",2017,"Angola","Government","CDB","MFA-sub",19,,,,,"Namibe Province Urban Roads - Mocamedes Rehabilitation","Transport","China Railway 20th Bureau Group Co.; Ltd. (CR-20)","Oil Exports",
"AO.089.88","Implementation",2017,"Angola","Government","CDB","MFA-sub",28,,,,,"Dredging of the Malanje River","Water","China CAMC Engineering Co.; Ltd. (CAMCE)","Oil Exports",
"AO.138","Implementation",2019,"Angola","Government","ICBC","CommL",106,,,,,"Sumbe City; Cuanza Sul; Integrated Infrastructure Lot 2 - Drainage","Water","China Harbour Engineering Company Ltd. (CHEC)",,"NARRATIVE: In March 2017; a Presidential Order signed by Angola's then president; Jose Eduardo dos Santos; approved a US$125M (1) commercial contract between Angola’s Ministry of Construction and China Harbor Engineering Company ltd. (CHEC) for the construction of lot 2 of Sumbe City’s integrated infrastructure project (1). 85%; or US$106M; of this contract was financed by a commercial loan from the Industrial Commercial Bank of China (ICBC) (1).
 
The Presidential Order from March 2017 approved a total of three contracts; with a combined value of US$459; for three lots of infrastructure construction in Sumbe City; the capital of Cuanza Sul province (2). Lots 1 and 2 were contracted to CHEC and lot 3 was awarded to CHEC’s owner; Sinohydro. Lot 2 included plans for the construction of drainage works; the rehabilitation of 13 km of streets; and the renovation of public lighting and telecommunications networks (3). The Sumbe City infrastructure project aimed to address Sumbe City’s deficits in regard to mobility; access to clean water; and basic sanitation. Press reports indicate that the city of 200000 inhabitants had become known for its problem with dust and the health consequences that resulted from this problem (3).
 
Construction of lot 2 commenced on February 20; 2019; approximately three months after lot 1 began to be implemented (3). A press report from November 2019; claimed that 24% of the work on lot 2 had been executed and estimated that construction would be completed by August 2020 (3). Angola’s Minister of Public Works and Spatial Planning; Manuel Tavares de Alameida; visited the lot 2 construction site in December 2020 and told reporters that 37% of the work on lot 2 had been carried out and that he expected completion of lot 2 in 2022 (4). At the time of the minister’s visit; lot 3 was still awaiting funding. The minister explained that the Chinese line of credit that was supposed to finance lot 3 had “not been activated” and that the Angolan Government was seeking an alternative financier (4).
 
(1)MinFin: http://www.ucm.minfin.gov.ao/cs/groups/public/documents/document/zmlu/ode3/~edisp/minfin817426.pdf
(2)RedeAngola: http://m.redeangola.info/estabilizacao-de-encostas-e-saneamento-basico-do-sumbe-vao-custar-usd-459-milhoes/
(3)JornalDeAngola: https://web.archive.org/web/20191125091324/http://jornaldeangola.sapo.ao/politica/um-novo-rosto-para-o-sumbe
(4)Angop: https://www.angop.ao/noticias/economia/governo-busca-financiamento-de-mais-de-130-milhoes-de-dolares-para-estrada-circular-do-sumbe-1/"
"AO.089.96","Completed",2016,"Angola","Government","CDB","MFA-sub",10000,,,,,"Sonangol Recapitalization","Mining",,"Oil Exports","NARRATIVE: In 2016; Angola’s parastatal oil company; Sonangol; received US$10B from a US$15B Master Framework Agreement that the Government of Angola and China Development Bank (CDB) signed on December 9; 2015 (1). The loan was used to recapitalize Sonangol.
 
According to an Angolan bond prospectus issued in 2018; the Master Framework Agreement that the Government of Angola and CDB entered into on December 9; 2015; was for an oil-backed pre-payment facility. Beyond the recapitalization of Sonangol; the line of credit extended by CDB also financed various approved infrastructure projects in Angola. A separate oil contract stipulated the terms for repayment of the loan; which is being made through oil “receivables”. The loan has a term of 12 years and was drawn in full by December 9; 2017; the day its availability expired. Repayment began in 2018. Angola’s outstanding debt to CDB was US$14.9B as of December 2018 and US$14.5B as of June 30; 2019 (1).
 
By the time the price of oil declined in 2015; Sonangol had borrowed around US$7.5B from CDB (2)(3). The 2016 US$10B disbursements that flowed from CDB; to the Government of Angola; and then to Sonangol; were used to refinance these existing loans (3). In essence; the Government of Angola transferred Sonangol’s debt to CDB to its own balance sheet; decreasing Sonangol’s external debt; while increasing its own external debt to CDB by US$10B (3). Press reports from 2020 indicated that; at the time; CDB was Angola’s largest individual creditor (4).

(1)MinFin: http://www.ucm.minfin.gov.ao/cs/groups/public/documents/document/aw4x/mte0/~edisp/minfin1114312.pdf
(2)HKTDC: https://research.hktdc.com/en/article/Njk1Nzc1NTQz
(3)CARI-WP39: https://static1.squarespace.com/static/5652847de4b033f56d2bdc29/t/60353345259d4448e01a37d8/1614099270470/WP+39+-+Acker%2C+Brautigam%2C+Huang+-+Debt+Relief.pdf
(4)CLBrief: https://www.clbrief.com/imf-awaiting-china-angola-debt-deal/
 
"
"AO.092","Implementation",2013,"Angola","Government","ICBC","CommL",180,,,,,"Luachimo Hydropower Project; 36MW","Power","China Gezhouba Group Company Ltd. (CGGC)",,"NARRATIVE: On September 27; 2013; a Presidential Order issued by Angola's then president; Jose Eduardo dos Santos; approved a US$210M contract between Angola’s Ministry of Energy and Water and China Gezhouba Group Company ltd. (CGGC) for the expansion and rehabilitation of the Luachimo hydroelectric dam (1)(2). 85%; or US$180M; of this contract was financed by a commercial loan from the Industrial and Commercial Bank of China (ICBC) (1). Construction began in 2016 and is expected to be completed in 2021 (3).
 
Under its contract with Angola’s Ministry of Energy and Water; CGGC was tasked with increasing the capacity of the Luachimo hydroelectric dam; which was built in the 1950’s; from 8 to 36 MW and rehabilitating 9 defunct electrical substations (1). Located near Dundo in the eastern part of Lunda Norte Province; the modernized and expanded Luachimo dam is expected to provide power for 10000 households in the region (4).
 
In 2014; the Portuguese company COBA was contracted to prepare the implementation of the project and provide special technical assistance related to the dam’s electromechanical and electrical equipment (1). Also in 2014; the company EFACEC received a US$83M contract for supplying generating equipment from CGGC’s subcontractor; NIARA Power (1). This decision came under scrutiny when a 2017 article by Maka Angola revealed the identity of the alleged owner of NIARA Power and EFACEC. The article claimed that Jose Eduardo Dos Santos daughter; Isabel Dos Santos; was the majority shareholder in EFACEC and the owner of NIARA Power’s parent company; Niara Holdings (5).
 
On October 13; 2016; Joao Baptista Borges; Angola’s Minister of Energy and Water; Ernesto Muangala; Governor of Lunda Norte Province; and Shang Jianping; General Manager of the Luachimo Project Department at CGGC; attended the groundbreaking ceremony for the Luachimo hydroelectric dam project (6). The project was to be completed within 37 months (6). A press report from August 2020 indicated that implementation of the project; which began in 2018; had slowed down due to the outbreak of Coronavirus (3). Initially scheduled for completion in 2020; the expected date of completion was pushed to the first half of 2021. At the time; an official at the Ministry of Energy and Water estimated that around 60% of the work had been completed (3).
 
(1)REDEAngola http://www.redeangola.info/banco-chines-vai-financiar-85-da-reabilitacao-da-barragem-de-luachimo/
(2)Lexlink https://www.lexlink.eu/legislacao/geral/14793/ia-serie/por-tipo-de-documentolegal/2013/186
(3)AllAfrica https://allafrica.com/stories/202008180943.html
(4)CGGC http://www.cggc.ceec.net.cn/art/2018/3/20/art_6860_1603107.html
(5)MakaAngola https://www.makaangola.org/2017/04/dams-for-the-damned/
(6)WeChat https://mp.weixin.qq.com/s?__biz=MzA3NjUzMzAwMQ==&mid=2649803850&idx=1&sn=707c4c43eedfc378eda399c4b86ccb37&chksm=875bb02cb02c393aaa2059bb37210a71419f2a49e6a399fdb5829a6400efa8c23920f19bbedc&scene=4#wechat_redirect
 
"
"AO.089.97","Signed",2016,"Angola","Government","CDB","Loan",386,,,,,"Package S5- Quilonga Grande Construction","Water","Sinohydro Ltd.",,"NARRATIVE: In 2016; a series of Presidential Orders approved 7 contracts with a combined value of US$454M between the Government of Angola and Sinohydro (1). Under these contracts Sinohydro was tasked with constructing 7 lots of the Quilonga Grande water supply project. Funding for this project came from a US$15B Master Framework Agreement that the Government of Angola and China Development Bank (CDB) signed on December 9; 2015 (2). The loan financed 85% (US$386M) of the combined value of these contracts (3). The project has been implemented; but its current status is unclear (3).
 
According to an Angolan bond prospectus issued in 2018; the Master Framework Agreement that the Government of Angola and CDB entered into on December 9; 2015; was for an oil-backed pre-payment facility. The line of credit extended by CDB financed various approved projects in Angola and provided funding for Angola’s parastatal oil company; Sonangol. A separate oil contract stipulated the terms for repayment of the loan; which is being made through oil “receivables”. The loan has a term of 12 years and; by the time its availability expired on December 9; 2017; the facility had been drawn in full. Repayment began in 2018. Angola’s outstanding debt to CDB was US$14.9B as of December 2018 and US$14.5B as of June 30; 2019 (2). Press reports from 2020 indicated that; at the time; CDB was Angola’s largest individual creditor (4).

The Master Framework Agreement came with a list of 37 “recommended” Chinese contractors “pre-qualified” for bidding on contracts associated with the loan (5)(6). Critics of this approach pointed out that the preferential treatment of Chinese contractors would likely do little to stimulate job
creation or knowledge transfer within Angola. The Government of Angola responded to its critics by negotiating a compromise according to which 20% of the contract value of the projects associated with the CDB loan had to be subcontracted to local businesses (6).
 
In 2012; the Government of Angola completed a water supply masterplan that called for the construction of two new water supply systems; Bita (S4) and Quilonga Grande (S5); to meet the water demand of greater Luanda (3). Once completed; the Quilonga Grande water supply system will move approximately 500000 tons of water a day and benefit 3.45 million people in and around Luanda (7). Over the course of the year 2016 Sinohydro was contracted for lots Q1; Q3; Q4; Q5; Q8; Q9; and Q10 of the Quilonga Grande project; while the number of contractors involved in the project decreased. The US$347M Q1 contract for example; the most valuable of the Quilonga contracts; was initially awarded to “a consortium formed by the companies OTV International; Griner Engenharia; SA; and Sinohydro Corporation; Limited” by a Presidential Order dated January 25; 2016 (8). On August 4; 2016; another Presidential Order released OTV and Griner from their contracts and assigned their responsibilities to Sinohydro (9). Contracts for other lots of Quilonga saw a similar reduction in participating contractors as the year 2016 progressed (8)(10).
 
In April 2017; Angola’s Minister of Energy and Water Resources; Joao Baptista Borges; and Luanda’s Governor; Higino Lopes Carneiro; attended the groundbreaking ceremony for the Quilonga water supply system (7). A World Bank report from 2019 noted that commissioning of the works for the Quilonga project had not yet been scheduled (3).
 
(1)Sinohydro http://www.stecol.cn/art/2017/1/23/art_5552_193809.html
(2)MinFin http://www.ucm.minfin.gov.ao/cs/groups/public/documents/document/aw4x/mte0/~edisp/minfin1114312.pdf
(3)World Bank https://documents1.worldbank.org/curated/en/684321563588092995/pdf/Angola-Luanda-Bita-Water-Supply-Guarantee-Project.pdf
(4)CLBrief https://www.clbrief.com/imf-awaiting-china-angola-debt-deal/
(5)Observador https://observador.pt/2016/05/30/angola-contrata-chineses-para-obras-de-abastecimento-de-agua-e-estradas/
(6)EIU http://country.eiu.com/article.aspx?articleid=543900438&Country=Angola&topic=Politics&subtopic=Forecast&subsubtopic=International+relations&u=1&pid=1075223691&oid=1075223691&uid=1
(7)Sinohydro2 http://www.stecol.cn/art/2017/4/5/art_3508_95905.html
(8)Lexlink https://www.lexlink.eu/legislacao/geral/14793/ia-serie/por-tipo-de-documentolegal/2016/13
(9)Lexlink2 https://www.lexlink.eu/legislacao/geral/14793/ia-serie/por-tipo-de-documentolegal/2016/131
(10)Lexlink3 https://www.lexlink.eu/legislacao/geral/14793/ia-serie/por-tipo-de-documentolegal/2016/133
"
"AO.099","Signed",2016,"Angola","Government","CDB","Loan",13,,,,,"Construction of the CD Morar and Installation of the System of Monitoring and Safety of Adductive Pipes in Luanda","Water","China National Electronics Import and Export Corporation (CEIEC)",,
"AO.101","Completed",2013,"Angola","Government","ICBC","EBC",130,,,,,"Luanda; Water Distribution Networks ","Water","China Energy Engineering Group Guangxi Hydroelectric Construction Bureau Co.; Ltd. (GHCB); Luanda Public Water Company",,"NARRATIVE: On December 9; 2013; a Presidential Order issued by Angola's then president; Jose Eduardo Dos Santos; approved a US$152M contract between the Government of Angola and China Energy Engineering Group Guangxi Hydroelectric Construction Bureau Co.; ltd. (GHCB) for the construction of the Luanda Water Distribution Network (1). 85%; or US$130M; of this contract was financed by an Export Buyer’s Credit provided by the Industrial and Commercial Bank of China (ICBC) (1)(2). GHCB completed construction of the Luanda Water Supply Network in 2016 (3).
 
Under the terms of its agreement with the Government of Angola; GHCB was tasked with the construction of an 842 km network of pipes and the installation of 416000 household connections in the Municipality of Cazenga and the Districts of Rangel; Ingombota; Samba; and Maianga (1)(4). At the time the project was conceived; most households in Luanda had no access to running water and most of the city’s 5.17 million residents relied on water trucks and centralized water supply points for their water needs (3).
 
According to a GHCB employee involved in the Luanda Water Supply Network; the company was first contracted for the project in 2011 and began construction in 2012. Funding for the project initially came from Angola’s national budget; but GHCB was forced to abandon work when the contracting agency ran out of funds. GHCB then sought an alternative financing arrangement on behalf of the contracting agency; which it secured through ICBC. The Presidential Order that (re)awarded the commercial contract for the Luanda Water Supply Network to GHCB also authorized Angola’s Minister of Finance to enter into the US$130M Export Buyer’s Credit agreement that finally secured the necessary funding for the project (1). Work on the Luanda Water Supply Network resumed in 2014 and was completed in 2016 (3).
 
(1)Lexlink: https://lexlink.eu/legislacao/geral/14793/ia-serie/por-tipo-de-documentolegal/2013/236
(2)Sina: http://gx.sina.com.cn/news/jingji/2016-02-29/detail-ifxpvysx1751037.shtml
(3)Chinaqking: http://www.chinaqking.com/yc/2019/2116175.html
(4)World Bank: https://uploads.habitat3.org/hb3/Angola-Habitat-III-Final-Report-English.pdf"
"AO.102","Signed",2013,"Angola","Government","Eximbank","Loan",20,,,,,"Hotel Luanda Reconstruction","Business","China National Electronics Import and Export Corporation (CEIEC)",,
"AO.104","Completed",2016,"Angola","Government","Eximbank","Loan",39,,,,,"3 Training Centers and Equipment for Angolan Railway Companies in Luanda (CFL); Benguela (CFB) and Moçâmedes","Transport","China Railway International Group Co.; Ltd. (CRECGI)",,
"AO.108","Implementation",2014,"Angola","Government","ICBC","CommL",120,,,,,"Futungo de Belas Real Estate Development Project; Phase I - 8000 Units","Other social","CITIC Construction Co.; Ltd. (CICI)",,"NARRATIVE: On November 20; 2014; a Presidential Order issued by Angola's then president; Jose Eduardo Dos Santos; approved a US$120M commercial loan agreement between Angola’s Ministry of Finance and the Industrial and Commercial Bank of China (ICBC) for the construction of Phase I of the Futungo De Belas Real Estate Development Project (1). Contractor CITIC Construction Co. ltd. (CICI) began construction in 2011 (2).
 
An Angolan 10-year urban development plan focused on promoting tourism; included a three stage plan for the construction of a tourist resort at Futungo De Belas; an area of 537 hectares located on the outskirts of Angola’s capital; Luanda. In addition to housing for 50000 people; the project called for the construction of sporting and trade facilities as well as supporting infrastructure in the form of sanitation; electricity; and drinking water. According to press reports; the project was estimated to cost US$150M (3). CICI was tasked with implementing the project (2).
 
President Dos Santos personally attended the groundbreaking ceremony for phase I of the Futungo De Bela project on July 11; 2011 (2). The ICBC loan was approved more than three years after construction began and a 2019 report indicated that funding for the project ran out sometime between the loan signing and 2019 (4). CICI was forced to suspend construction and it is unclear whether or not work on the project ever resumed. The contractor’s website states that “all on-site construction tasks” have been completed; but the status of the project as a whole is unknown (2).
 
(1)RNT http://www.rnt.co.ao/media/157965/7_15-decreto_de_criacao_das_novas_empresas_do_sector_electrico.pdf
(2)CICI https://www.cici.citic.com/content/details_47_1667.html
(3)Macauhub https://macauhub.com.mo/2014/11/25/angola-takes-on-loan-from-chinese-bank-for-real-estate-project/
(4)CLBrief https://www.clbrief.com/insecurity-and-bribe-demands-plague-chinese-businesses-in-angola/"
"AO.110","Completed",2013,"Angola","Government","CDB","Loan",54,,,,,"Luanda; Marçali Water Distribution Centre Rehabilitation ","Water","China Gezhouba Group Company Ltd. (CGGC)",,
"AO.111","Signed",2015,"Angola","Government","CDB","Loan",20,,,,,"Road Rehabilitation in Nharea; Bie; Stecol Corporation (中水电十三局); 12km ","Transport",,,
"AO.114","Signed",2013,"Angola","Government","Eximbank","Loan",21,,,,,"Hotel Namibe Reconstruction","Business","China National Machinery Industry Complete Engineering Corporation (CMCEC)",,
"AO.115","Signed",2013,"Angola","Government","Eximbank","Loan",21,,,,,"Hotel Huila Reconstruction in Lubango","Business","China National Machinery Industry Complete Engineering Corporation (CMCEC)",,
"AO.116","Signed",2013,"Angola","Government","Eximbank","Loan",20,,,,,"Hotel Benguela Reconstruction","Business","China National Electronics Import and Export Corporation (CEIEC)",,
